25,25
9,0,0
9,0,3
9,0,7
2,0,10
9,0,12
9,0,14
9,0,15
0,0,23
0,0,24
9,1,0
9,1,4
2,1,5
0,1,12
3,1,17
1,1,19
9,1,21
0,2,7
9,2,15
2,3,1
9,3,5
9,3,6
9,3,9
1,3,14
0,3,17
0,3,18
1,3,24
9,4,6
2,4,9
9,4,11
9,4,17
9,4,18
9,4,19
9,4,23
2,5,1
3,5,4
1,5,6
9,5,7
9,5,8
9,5,10
0,5,11
0,5,12
9,5,16
1,5,18
1,5,21
1,5,23
9,6,3
9,6,4
9,6,5
9,6,8
9,6,10
2,6,14
9,6,17
9,6,19
9,6,20
9,6,21
1,7,1
9,7,3
9,7,4
9,7,6
1,7,9
9,7,12
9,7,14
9,7,15
1,7,19
1,7,22
1,7,24
9,8,5
9,8,18
9,8,19
9,9,0
0,9,2
0,9,7
0,9,10
4,9,17
9,9,20
2,9,21
9,10,0
1,10,3
9,10,6
9,10,7
2,10,12
9,10,15
9,10,18
9,10,19
1,10,24
9,11,19
9,11,20
1,12,0
9,12,1
9,12,5
9,12,7
9,12,10
9,12,12
9,12,14
9,12,17
9,12,19
1,12,23
9,12,24
9,13,4
9,13,5
1,14,0
9,14,5
9,14,6
9,14,9
0,14,12
9,14,17
9,14,18
9,14,21
9,14,24
9,15,3
2,15,4
1,15,7
0,15,14
1,15,17
9,15,22
9,15,24
9,16,5
9,16,6
2,16,19
0,17,0
2,17,2
9,17,5
0,17,9
1,17,10
9,17,12
9,17,15
9,17,18
9,17,20
1,17,21
1,17,23
9,18,3
9,18,4
9,18,5
9,18,7
9,18,10
9,18,14
2,18,16
9,18,19
9,18,20
9,18,21
9,19,1
9,19,3
3,19,6
2,19,8
9,19,12
9,19,13
9,19,14
9,19,16
9,19,17
9,19,18
9,19,20
9,19,23
9,20,1
1,20,5
9,20,6
9,20,7
2,20,13
2,20,15
9,20,18
0,21,0
9,21,6
2,21,7
9,21,10
9,21,15
9,21,18
2,21,19
9,21,23
9,22,9
1,22,17
0,23,3
9,23,5
9,23,7
9,23,12
0,23,19
9,23,20
9,23,24
9,24,0
2,24,1
9,24,9
0,24,10
1,24,12
9,24,14
0,24,17
9,24,21
1,24,24
