25,25
9,0,2
2,0,4
9,0,6
9,0,7
9,0,12
1,0,13
9,0,19
1,1,1
0,1,2
9,1,3
9,1,5
1,1,6
9,1,13
9,1,14
1,1,15
0,1,19
9,1,22
2,1,23
9,2,1
9,2,3
9,2,7
9,2,19
1,2,23
9,2,24
9,3,4
1,3,8
1,3,11
9,3,15
9,3,17
9,3,19
9,3,22
9,3,23
1,4,4
9,4,5
0,4,10
9,4,18
9,4,20
9,4,21
3,4,24
0,5,0
9,5,1
0,5,2
9,5,3
9,5,5
9,5,10
0,5,13
9,5,19
1,5,20
9,5,23
9,6,4
0,6,6
1,6,10
9,6,11
9,6,12
2,6,14
2,6,16
1,6,18
9,6,23
9,6,24
1,7,3
2,7,8
9,7,10
9,7,11
9,7,12
9,7,22
1,7,24
2,8,6
0,8,10
9,8,17
0,8,21
1,9,1
9,9,3
1,9,9
9,9,15
9,10,1
9,10,6
9,10,16
0,10,17
9,10,18
1,10,19
1,10,20
9,11,0
1,11,1
2,11,5
0,11,11
1,11,13
9,11,17
9,11,18
9,11,21
9,12,0
9,12,6
9,12,7
9,12,17
1,12,18
9,12,24
2,13,3
1,13,6
9,13,7
9,13,11
1,13,13
2,13,19
1,13,23
9,13,24
9,14,4
9,14,5
9,14,6
9,14,7
9,14,8
2,14,18
9,14,23
1,15,9
0,15,15
2,15,21
1,15,23
0,16,3
1,16,7
9,16,14
1,16,18
0,17,0
9,17,2
9,17,12
0,17,13
9,17,14
1,17,16
1,17,21
9,18,0
9,18,1
1,18,6
2,18,8
3,18,10
9,18,12
1,18,13
1,18,14
0,18,18
2,18,20
3,19,1
9,19,4
9,19,5
3,19,11
9,19,14
9,19,19
9,19,21
9,19,22
1,19,23
9,19,24
9,20,0
9,20,3
9,20,4
9,20,6
1,20,14
9,20,19
9,20,20
9,21,1
9,21,2
2,21,5
9,21,7
1,21,9
1,21,13
0,21,16
9,21,20
9,22,0
9,22,1
0,22,5
2,22,17
9,22,21
1,22,23
9,23,1
2,23,2
0,23,5
9,23,9
1,23,10
9,23,11
9,23,18
9,23,19
9,23,21
9,23,22
2,23,23
9,24,5
9,24,11
1,24,12
9,24,17
9,24,18
9,24,20
9,24,22
