25,25
9,0,2
1,0,6
1,0,9
1,0,14
9,0,21
2,1,1
1,1,5
9,1,6
9,1,8
1,1,9
9,1,12
2,1,17
1,1,20
2,1,23
2,2,3
1,2,4
9,2,7
9,2,10
2,2,11
0,2,13
9,2,19
2,2,21
9,2,24
2,3,0
9,3,2
9,3,3
9,3,9
0,3,15
9,3,18
9,3,21
9,3,22
9,4,1
9,4,15
1,4,22
9,5,2
9,5,5
1,5,7
3,5,11
2,5,15
9,5,18
0,5,19
2,5,23
2,6,3
9,6,5
9,6,7
9,6,13
9,6,17
0,6,23
9,6,24
1,7,1
1,7,6
9,7,7
9,7,8
9,7,9
9,7,15
9,7,17
9,7,18
1,7,19
1,7,22
1,8,9
9,8,10
9,8,11
0,8,12
9,8,14
9,8,17
9,8,23
9,9,3
9,9,4
2,9,5
9,9,7
9,9,12
9,9,13
0,9,14
9,9,16
1,9,17
9,9,21
2,9,23
9,9,24
9,10,0
9,10,8
1,10,9
0,10,16
9,10,22
1,11,2
9,11,6
0,11,9
9,11,16
2,11,19
9,11,22
9,12,1
9,12,8
9,12,9
2,12,12
9,12,15
9,12,16
2,12,23
9,13,2
2,13,5
9,13,8
1,13,15
1,13,18
3,13,22
1,14,2
9,14,8
9,14,15
9,14,16
0,14,24
1,15,0
9,15,1
9,15,3
9,15,7
0,15,8
9,15,10
9,15,11
9,15,12
1,15,17
9,15,19
9,15,20
1,15,21
1,16,1
9,16,7
1,16,10
9,16,12
9,16,13
9,16,14
0,16,15
9,17,2
9,17,5
9,17,6
9,17,7
2,17,9
9,17,15
1,17,16
9,17,17
9,17,18
0,17,23
9,18,0
9,18,1
9,18,7
9,18,11
1,18,17
9,18,19
2,18,21
3,19,1
0,19,5
1,19,6
1,19,9
0,19,13
0,19,17
9,19,19
9,19,22
9,20,2
9,20,9
9,20,23
9,21,2
0,21,3
1,21,6
9,21,9
9,21,15
9,21,21
1,21,22
2,21,24
1,22,0
3,22,3
9,22,5
0,22,11
9,22,13
3,22,14
2,22,17
9,22,20
9,22,21
9,23,1
9,23,4
0,23,7
1,23,12
9,23,15
9,23,16
9,23,18
9,23,19
2,23,23
1,24,3
0,24,10
9,24,15
0,24,18
2,24,22
