25,25
9,0,2
9,0,6
9,0,9
1,0,10
9,0,12
1,0,14
9,0,18
9,0,23
2,1,0
1,1,3
2,1,4
9,1,16
9,1,17
1,1,20
9,2,2
9,2,5
1,2,10
9,2,11
1,2,12
1,2,14
1,2,20
2,2,22
1,2,24
9,3,5
1,3,7
9,3,15
9,3,18
9,3,23
2,4,1
0,4,2
1,4,11
9,4,12
0,4,14
1,4,17
9,4,19
2,4,23
2,5,4
9,5,7
1,5,9
9,5,10
1,5,11
9,5,18
9,5,21
1,5,22
9,6,0
3,6,3
2,6,5
9,6,9
9,6,16
1,6,24
9,7,1
9,7,4
9,7,10
9,7,11
9,7,13
0,7,16
2,7,19
0,7,21
0,8,1
0,8,6
9,8,7
9,8,8
1,8,9
9,8,12
2,8,14
9,8,16
0,9,3
9,9,16
9,9,18
1,9,19
9,9,24
0,10,0
0,10,2
1,10,4
9,10,8
1,10,10
9,10,13
2,10,14
3,10,17
9,10,19
1,10,22
1,10,24
2,11,7
1,11,10
9,11,17
9,11,19
9,11,20
9,11,22
9,12,0
9,12,2
9,12,4
3,12,8
9,12,16
3,12,20
1,12,22
9,12,24
9,13,2
9,13,4
9,13,5
9,13,7
9,13,14
2,13,17
9,14,0
9,14,2
1,14,5
9,14,7
9,14,10
9,14,11
0,14,14
9,14,16
9,14,20
0,14,22
1,14,24
1,15,0
0,15,5
1,15,6
9,15,8
0,15,21
0,16,8
2,16,10
3,16,12
9,16,15
9,16,16
1,16,17
9,16,18
9,16,23
9,17,3
9,17,5
0,17,8
3,17,11
2,17,13
9,17,14
9,17,20
9,17,23
1,18,0
9,18,8
9,18,15
9,18,19
2,18,21
9,18,24
9,19,2
9,19,3
9,19,6
9,19,13
9,19,14
2,19,15
9,19,17
1,19,20
2,20,1
9,20,5
9,20,7
1,20,10
0,20,12
9,20,13
9,20,22
2,20,23
9,21,1
2,21,6
9,21,9
9,21,17
1,21,19
9,22,0
9,22,2
2,22,4
1,22,10
0,22,12
2,22,13
9,22,14
9,22,19
9,22,22
2,23,4
9,23,7
0,23,8
9,23,20
9,23,21
9,23,24
0,24,1
9,24,6
9,24,10
0,24,12
9,24,14
9,24,15
0,24,18
3,24,22
