25,25
9,0,2
1,0,9
1,0,11
9,0,13
9,0,16
9,0,21
1,0,22
9,1,3
1,1,5
1,1,13
9,1,19
1,1,21
9,1,22
9,2,0
1,2,1
1,2,2
0,2,8
0,2,18
9,2,22
9,2,24
9,3,0
0,3,1
3,3,5
9,3,11
0,3,13
9,3,14
0,3,20
0,3,23
9,4,3
2,4,4
9,4,12
0,4,20
1,5,1
9,5,6
9,5,10
1,5,13
0,5,21
1,5,23
0,6,2
2,6,11
9,6,19
1,7,7
1,7,8
9,7,15
1,7,17
1,8,0
9,8,15
9,8,17
0,8,22
1,9,7
9,9,8
9,9,10
9,9,12
9,9,14
9,9,24
0,10,3
9,10,9
9,10,10
1,10,11
0,10,12
9,10,14
9,10,15
2,10,19
9,11,0
9,11,1
1,11,3
0,11,5
9,11,11
9,11,12
9,11,13
9,11,14
0,11,18
0,11,21
1,11,24
1,12,4
2,12,9
9,12,10
9,12,11
9,12,13
0,12,14
9,12,15
9,12,20
2,13,0
9,13,3
9,13,6
0,13,10
9,13,11
9,13,12
9,13,13
9,13,19
0,13,21
1,13,23
1,13,24
2,14,5
9,14,9
9,14,10
9,14,12
9,14,13
9,14,14
1,14,15
9,14,21
1,15,0
9,15,10
0,15,12
0,15,14
1,15,16
9,15,17
9,16,2
9,16,7
9,16,9
1,16,24
1,17,7
9,17,9
9,17,16
1,17,17
1,18,5
2,18,13
0,18,22
2,19,1
2,19,3
9,19,11
1,19,14
1,19,18
2,19,23
1,20,4
9,20,12
0,20,20
2,20,21
1,21,1
9,21,4
2,21,10
9,21,11
2,21,13
9,21,19
9,21,23
9,21,24
1,22,0
9,22,2
9,22,6
2,22,16
9,22,22
9,22,23
9,22,24
9,23,2
2,23,3
1,23,5
9,23,11
1,23,19
9,23,21
9,24,2
9,24,3
9,24,8
1,24,11
0,24,13
0,24,15
3,24,22
