25,25
9,0,1
9,0,3
2,0,6
3,0,9
9,0,14
3,0,17
9,0,19
3,1,2
9,1,7
3,1,10
9,1,14
9,1,16
2,1,24
9,2,3
9,2,5
2,2,9
9,2,18
9,2,20
9,2,23
9,3,3
9,3,6
2,3,13
9,3,16
9,3,20
0,3,21
9,3,22
1,3,24
9,4,2
9,4,3
4,4,5
2,4,7
9,4,8
9,4,9
9,4,11
9,4,15
1,4,16
1,4,19
2,5,0
9,5,4
9,5,6
9,5,7
9,5,8
9,5,11
9,5,13
9,5,14
9,5,20
2,5,22
3,6,2
9,6,6
9,6,7
1,6,10
9,6,18
9,6,19
9,6,21
9,6,24
9,7,0
1,7,14
9,7,18
9,7,19
9,7,20
0,7,23
9,8,1
9,8,3
9,8,4
9,8,10
9,8,14
1,8,19
9,8,20
0,9,4
2,9,10
3,9,13
9,9,20
2,9,22
9,9,24
0,10,0
9,10,1
1,10,5
9,10,7
2,10,8
9,10,11
9,10,15
9,10,16
0,10,18
1,10,23
9,11,3
9,11,5
9,11,9
9,11,11
9,11,13
1,11,14
9,11,19
9,11,20
0,13,4
9,13,5
9,13,10
9,13,11
9,13,13
9,13,15
1,13,19
3,13,21
9,14,1
0,14,6
1,14,8
9,14,9
2,14,13
0,14,16
9,14,17
0,14,19
9,14,23
9,14,24
1,15,0
1,15,2
9,15,4
2,15,11
9,15,14
9,15,20
9,16,4
0,16,5
9,16,10
1,16,14
9,16,20
9,16,21
9,16,23
1,17,1
9,17,4
9,17,5
9,17,6
2,17,10
2,17,24
2,18,0
9,18,3
9,18,5
9,18,6
9,18,14
9,18,17
9,18,18
2,18,22
9,19,2
3,19,4
9,19,10
9,19,11
9,19,13
2,19,16
9,19,17
9,19,18
0,19,20
2,19,24
9,20,5
9,20,8
9,20,9
1,20,13
9,20,15
1,20,16
9,20,17
9,20,19
9,20,21
9,20,22
9,21,0
9,21,2
9,21,3
9,21,4
9,21,8
2,21,11
9,21,18
0,21,21
3,22,1
9,22,4
3,22,6
9,22,15
1,22,19
9,22,21
9,23,0
2,23,8
9,23,10
2,23,14
9,23,17
9,23,22
1,24,5
9,24,7
9,24,10
9,24,15
9,24,18
2,24,21
1,24,23
