25,25
9,0,0
9,0,2
1,0,3
9,0,8
9,0,14
9,0,15
2,0,18
9,0,23
9,0,24
9,1,0
9,1,1
9,1,2
9,1,7
9,1,9
1,1,10
9,1,12
9,1,14
9,1,20
9,1,21
9,1,23
2,2,4
1,2,9
0,2,14
9,2,19
9,2,20
1,2,23
9,2,24
9,3,1
9,3,4
9,3,15
9,3,16
0,3,18
2,3,24
9,4,1
9,4,2
9,4,5
9,4,6
1,4,12
9,4,13
0,4,15
9,4,21
9,4,22
1,5,2
9,5,5
2,5,8
9,5,11
9,5,16
9,5,19
0,5,20
1,6,0
9,6,3
3,6,6
9,6,7
9,6,9
1,6,14
9,6,18
1,6,20
9,7,9
9,7,10
3,7,12
1,7,14
1,7,18
9,7,23
1,8,3
9,8,5
2,8,19
9,8,24
9,9,0
9,9,3
9,9,4
1,9,10
1,9,12
1,9,17
9,9,18
2,9,22
0,9,23
9,10,0
2,10,1
9,10,2
1,10,6
9,10,7
9,10,15
9,10,17
9,10,23
9,11,4
9,11,12
3,11,19
1,12,1
0,12,4
1,12,7
9,12,9
1,12,11
9,12,12
9,12,13
1,12,15
9,12,17
9,12,20
1,12,23
9,13,5
0,13,12
9,13,20
1,14,1
0,14,7
2,14,9
9,14,17
9,14,18
9,14,22
9,14,23
9,14,24
2,15,1
9,15,2
9,15,6
9,15,7
9,15,12
0,15,14
2,15,20
1,15,21
9,15,24
9,16,0
9,16,5
9,16,19
9,16,21
1,17,1
1,17,6
9,17,10
1,17,12
9,17,14
9,17,15
1,18,4
9,18,6
9,18,10
9,18,15
2,18,17
9,18,18
9,18,21
9,18,24
9,19,4
9,19,5
9,19,8
9,19,13
2,19,16
2,19,19
2,19,22
1,20,2
0,20,3
9,20,9
2,20,11
1,20,12
9,20,18
9,20,19
1,20,22
9,20,23
1,21,0
1,21,6
2,21,8
9,21,9
9,21,20
1,21,23
9,22,0
1,22,1
9,22,4
9,22,5
0,22,10
9,22,15
0,22,20
1,23,1
9,23,3
9,23,4
1,23,10
9,23,12
2,23,14
2,23,15
2,23,17
9,23,22
9,23,23
9,23,24
9,24,0
9,24,1
1,24,6
9,24,9
9,24,10
9,24,16
1,24,21
9,24,22
9,24,24
