25,25
1,0,3
1,0,6
9,0,7
0,0,8
0,0,18
9,0,22
9,1,1
0,1,3
9,1,4
0,1,12
1,1,14
1,1,21
4,1,23
3,2,0
2,2,2
0,2,5
9,2,10
9,2,14
1,2,18
1,2,20
9,2,22
3,3,1
1,3,6
1,3,8
9,3,12
0,3,13
9,3,23
1,3,24
3,4,2
9,4,6
9,4,12
2,4,17
9,4,23
9,5,8
1,5,14
9,5,16
2,5,18
9,5,22
0,6,0
2,6,2
9,6,5
9,6,7
1,6,8
1,6,12
0,6,14
9,6,16
9,6,17
9,6,20
9,6,21
9,6,24
9,7,4
9,7,6
9,7,9
9,7,13
9,7,14
0,7,15
2,7,18
1,7,24
1,8,5
9,8,6
9,8,11
9,8,18
9,8,19
2,8,21
9,8,24
9,9,7
9,9,11
9,9,12
9,9,13
0,9,14
1,9,17
9,10,1
9,10,2
0,10,5
9,10,6
9,10,7
0,10,9
1,10,10
9,10,11
0,10,14
9,10,22
9,11,3
9,11,7
9,11,9
9,11,14
9,11,15
9,11,16
3,12,1
9,12,3
0,12,4
1,12,6
9,12,9
2,12,15
9,12,18
2,12,20
9,12,21
3,12,23
9,13,8
9,13,9
9,13,10
9,13,15
9,13,17
0,13,21
0,14,2
1,14,10
1,14,13
9,14,14
1,14,15
9,14,17
9,14,18
9,14,19
1,14,22
9,14,23
0,15,7
2,15,10
9,15,11
9,15,12
9,15,13
9,15,17
9,16,0
9,16,3
9,16,5
9,16,6
0,16,13
9,16,18
1,16,19
9,17,0
2,17,6
9,17,9
9,17,10
0,17,11
9,17,15
3,17,18
9,17,20
1,18,0
9,18,3
2,18,4
9,18,7
9,18,8
9,18,10
9,18,12
9,18,16
9,18,17
3,18,19
9,18,22
9,18,24
0,19,2
9,19,6
9,19,8
1,19,10
9,19,16
0,20,1
1,20,7
9,20,12
1,20,18
9,20,22
9,21,0
2,21,1
0,21,11
9,21,12
4,21,16
9,21,18
3,21,23
9,22,2
9,22,4
2,22,6
9,22,10
0,22,14
1,22,19
2,22,22
2,22,24
4,23,1
9,23,3
0,23,10
9,23,12
9,23,20
9,23,21
9,23,23
9,24,2
2,24,6
9,24,16
9,24,17
9,24,18
1,24,21
