25,25
9,0,2
0,0,3
1,0,8
2,0,11
9,0,16
9,0,17
2,0,20
9,0,22
3,1,1
9,1,2
9,1,3
9,1,4
9,1,7
2,1,10
0,1,13
9,1,14
2,1,16
9,1,20
3,1,23
9,2,0
9,2,3
9,2,4
4,2,6
9,2,9
0,2,10
9,2,16
9,2,19
9,2,20
9,2,23
9,2,24
9,3,3
9,3,4
9,3,7
9,3,9
9,3,16
9,3,19
9,3,20
9,3,21
9,3,22
9,3,23
9,3,24
0,4,0
9,4,1
9,4,2
9,4,3
0,4,10
0,4,12
2,4,18
9,4,21
9,4,22
9,4,23
9,5,2
9,5,3
2,5,5
9,5,6
1,5,16
2,5,19
9,6,4
2,6,7
9,6,11
0,6,13
9,6,15
3,6,17
9,6,19
2,6,22
1,7,0
9,7,6
9,7,8
9,7,9
9,7,13
4,7,16
9,7,18
9,7,21
9,7,23
9,8,0
9,8,1
2,8,2
9,8,3
9,8,5
9,8,7
9,8,14
9,8,17
9,8,24
9,9,6
2,9,9
9,9,15
0,9,17
9,9,21
0,9,22
1,10,1
9,10,8
1,10,10
1,10,11
9,10,12
9,10,14
9,10,20
2,10,22
1,10,23
0,11,1
9,11,6
2,11,7
9,11,11
9,11,13
9,11,14
9,11,18
9,11,24
0,12,4
9,12,10
2,12,14
9,12,20
9,13,0
9,13,6
1,13,10
3,13,11
9,13,13
9,13,17
1,13,18
9,13,23
9,14,1
0,14,2
1,14,4
9,14,10
9,14,12
9,14,13
2,14,14
2,14,16
1,14,23
9,15,2
9,15,3
9,15,7
9,15,9
9,15,15
9,15,18
0,16,0
1,16,7
9,16,10
9,16,17
2,16,19
9,16,21
9,16,22
9,16,23
9,16,24
9,17,1
9,17,3
9,17,6
3,17,8
9,17,11
9,17,15
9,17,16
4,17,18
1,17,24
4,18,2
9,18,5
9,18,7
2,18,9
9,18,11
2,18,13
9,18,17
0,18,20
9,19,5
9,19,8
9,19,18
9,19,19
9,19,21
9,19,22
9,20,1
9,20,2
1,20,3
2,20,6
1,20,12
9,20,14
9,20,21
9,20,22
9,20,23
1,20,24
9,21,0
9,21,1
9,21,2
9,21,3
9,21,4
9,21,5
9,21,8
1,21,15
9,21,17
1,21,20
9,21,21
9,22,0
9,22,1
9,22,4
9,22,5
9,22,8
9,22,14
1,22,15
1,22,18
9,22,20
9,22,21
9,22,24
9,23,1
2,23,4
9,23,8
0,23,10
9,23,11
9,23,14
1,23,17
9,23,20
9,23,21
9,23,22
3,23,23
0,24,2
9,24,4
9,24,7
1,24,8
1,24,13
9,24,16
9,24,21
9,24,22
