25,25
0,0,1
2,0,5
9,0,8
9,0,10
1,0,13
9,0,14
0,0,18
9,0,19
0,0,20
9,1,2
9,1,4
9,1,5
1,1,9
1,1,10
9,1,13
9,1,17
9,1,18
1,1,21
0,1,24
9,2,2
1,2,6
9,2,7
1,2,8
1,2,9
9,2,13
9,2,21
9,2,22
9,2,23
1,3,1
1,3,2
9,3,3
9,3,10
9,3,12
9,3,13
2,3,16
9,3,18
1,3,19
0,3,21
0,4,0
9,4,7
9,4,11
0,4,13
2,4,17
9,4,23
9,5,0
9,5,3
9,5,5
9,5,10
9,5,11
1,5,15
9,5,16
9,5,18
1,5,19
9,5,23
1,5,24
1,6,0
9,6,1
2,6,3
9,6,5
0,6,6
9,6,8
9,6,10
9,6,13
1,6,15
9,6,17
9,6,18
9,6,22
9,7,1
9,7,4
9,7,6
9,7,10
9,7,11
3,7,12
9,7,20
0,7,22
3,8,3
3,8,5
2,8,9
9,8,11
9,8,13
2,8,18
0,8,22
9,8,24
9,9,5
9,9,6
9,9,16
9,9,22
9,9,23
9,10,0
1,10,17
2,10,18
1,10,19
9,10,21
2,10,23
9,10,24
9,11,0
1,11,1
9,11,2
9,11,3
9,11,4
9,11,6
9,11,8
9,11,16
9,11,17
9,11,19
9,11,20
1,12,3
9,12,7
9,12,12
9,12,17
1,12,21
9,13,4
9,13,5
9,13,7
9,13,8
1,13,16
9,13,18
9,13,20
9,13,21
9,13,22
1,13,23
9,13,24
9,14,0
0,14,1
9,14,3
0,14,5
9,14,6
9,14,7
9,14,24
9,15,1
9,15,2
9,15,8
9,15,18
9,15,19
9,16,0
0,16,2
0,16,6
2,16,11
0,16,13
9,16,15
9,16,19
9,16,21
1,17,2
2,17,4
9,17,12
1,17,13
9,17,14
1,17,18
2,17,20
1,17,23
9,18,2
9,18,6
1,18,7
9,18,9
3,18,11
9,18,14
9,18,16
1,18,18
9,18,19
9,18,21
9,18,23
9,18,24
9,19,0
9,19,1
9,19,5
1,19,6
9,19,8
9,19,9
9,19,13
1,19,14
9,19,19
9,19,21
9,19,24
0,20,1
9,20,7
9,20,11
1,20,13
9,20,17
9,20,24
0,21,3
9,21,5
9,21,6
0,21,8
9,21,11
9,21,12
9,21,14
9,21,21
1,21,22
1,21,23
1,22,1
9,22,2
9,22,3
9,22,11
9,22,15
9,22,16
0,22,17
0,22,18
1,22,22
1,23,0
9,23,3
9,23,6
3,23,7
1,23,11
1,23,14
9,23,15
9,23,19
3,23,20
9,23,22
1,24,4
0,24,5
9,24,6
9,24,10
9,24,11
9,24,14
9,24,16
2,24,19
0,24,23
