25,25
9,0,0
1,0,4
9,0,6
1,0,8
0,0,12
1,0,13
2,0,15
9,0,16
9,0,17
9,0,20
9,0,21
0,0,24
1,1,2
9,1,4
1,1,5
9,1,14
9,1,16
9,1,17
1,1,19
9,1,22
9,2,1
0,2,2
0,2,7
1,2,8
9,2,10
9,2,12
9,2,14
9,2,18
9,2,22
2,2,23
1,3,0
9,3,7
9,3,9
9,3,14
9,3,19
9,4,0
2,4,12
1,4,23
1,4,24
9,5,1
9,5,3
9,5,5
2,5,9
9,5,13
2,5,19
9,5,23
3,6,2
9,6,6
9,6,7
9,6,10
9,6,12
0,6,13
9,6,15
9,6,18
9,6,24
9,7,0
2,7,1
2,7,9
9,7,10
9,7,12
2,7,18
9,7,21
0,7,22
9,8,0
9,8,1
1,8,22
1,8,24
9,9,0
2,9,6
9,9,12
9,9,17
9,9,19
9,9,21
9,10,1
9,10,2
1,10,3
9,10,10
9,10,13
9,10,14
9,10,17
9,10,18
1,10,22
9,11,0
9,11,5
2,11,6
9,11,10
1,12,0
9,12,2
9,12,4
9,12,6
9,12,7
0,12,9
9,12,15
9,12,17
9,12,18
1,12,20
9,12,22
0,12,24
9,13,14
2,13,18
1,13,19
9,13,24
9,14,2
9,14,6
9,14,7
9,14,10
2,14,11
9,14,14
9,14,21
2,14,22
9,14,23
0,15,3
9,15,5
9,15,7
9,15,12
9,15,18
9,15,24
9,16,0
9,16,2
9,16,23
9,16,24
0,17,2
0,17,3
1,17,6
9,17,12
9,17,14
3,17,15
9,17,23
9,17,24
2,18,0
9,18,6
9,18,9
0,18,11
9,18,12
9,18,14
0,18,17
9,18,18
9,18,22
2,19,1
1,19,5
9,19,11
9,19,15
9,19,19
0,19,21
3,19,23
9,20,0
9,20,1
3,20,12
9,20,24
9,21,5
9,21,10
1,21,15
9,21,17
9,21,24
9,22,1
9,22,2
3,22,6
9,22,10
1,22,12
1,22,14
1,22,16
0,22,17
9,22,22
9,22,23
9,23,2
3,23,5
9,23,7
1,23,8
9,23,10
9,23,19
0,23,20
2,23,22
0,24,0
1,24,3
9,24,4
9,24,7
9,24,8
1,24,9
9,24,11
9,24,12
9,24,16
9,24,18
9,24,20
9,24,24
